0522c0001,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0001_foreground_dil13.nii.gz
0522c0002,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0002_foreground_dil13.nii.gz
0522c0003,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0003_foreground_dil13.nii.gz
0522c0009,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0009_foreground_dil13.nii.gz
0522c0013,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0013_foreground_dil13.nii.gz
0522c0014,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0014_foreground_dil13.nii.gz
0522c0017,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0017_foreground_dil13.nii.gz
0522c0057,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0057_foreground_dil13.nii.gz
0522c0070,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0070_foreground_dil13.nii.gz
0522c0077,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0077_foreground_dil13.nii.gz
0522c0079,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0079_foreground_dil13.nii.gz
0522c0081,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0081_foreground_dil13.nii.gz
0522c0125,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0125_foreground_dil13.nii.gz
0522c0132,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0132_foreground_dil13.nii.gz
0522c0147,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0147_foreground_dil13.nii.gz
0522c0149,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0149_foreground_dil13.nii.gz
0522c0159,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0159_foreground_dil13.nii.gz
0522c0161,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0161_foreground_dil13.nii.gz
0522c0190,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0190_foreground_dil13.nii.gz
0522c0195,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0195_foreground_dil13.nii.gz
0522c0226,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0226_foreground_dil13.nii.gz
0522c0248,/home/elias/Dokumente/18/head_and_neck/NiftyNet/data/HaN_MICCAI2015_Dataset/coarse_stage_mask_dil13/0522c0248_foreground_dil13.nii.gz
